Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Predicted_Price
Vistara,9/04/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,Null,5403,5274.0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,04:25 28 Jun,19h,2 stops,Null,13882,13182.0
Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,Null,5678,3583.0
Vistara,27/04/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,Null,5403,5279.0
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,Null,4878,4747.0
IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14h 40m,2 stops,Null,6494,6367.0
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,Null,4777,4679.0
Air India,6/06/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,Null,3625,3285.0
Air India,1/04/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 02 Apr,30h 30m,2 stops,Null,9258,9305.0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,10262,12267.0
Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → BBI → HYD → VGA → DEL,05:50,11:20 02 Mar,29h 30m,4 stops,Change airports,17686,18539.0
IndiGo,3/04/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,Null,4174,4295.0
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 22 May,15h 10m,1 stop,Null,7485,7861.0
Air India,18/05/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,11:10 19 May,26h 50m,2 stops,Null,11222,11583.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05 02 May,28h 5m,1 stop,Null,12121,12143.0
Air India,21/05/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,18:30,10h 10m,2 stops,Null,10697,11353.0
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,12373,13450.0
SpiceJet,21/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,08:35,17:15,8h 40m,1 stop,Null,6381,6555.0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,17:55,04:25 08 Mar,34h 30m,2 stops,Null,17072,16520.0
IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,Null,4823,4800.0
Air India,3/03/2019,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13h 15m,1 stop,Null,27282,16975.0
IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,Null,2227,2289.0
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,non-stop,Null,4545,5161.0
IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:55,2h 40m,non-stop,Null,4148,4901.0
IndiGo,12/03/2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,Null,4148,4758.0
Air India,21/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15,11:20 19 Mar,27h 5m,2 stops,Null,7642,7525.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,12:35 04 Jun,20h 35m,1 stop,In-flight meal not included,10262,11040.0
Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,4030,5497.0
IndiGo,27/06/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,Null,5000,5276.0
SpiceJet,9/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,Null,5264,5279.0
Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,7229,7810.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,10577,13377.0
Air India,24/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 25 May,27h 5m,2 stops,Null,12723,12319.0
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 02 Jun,6h 35m,1 stop,Null,14714,12808.0
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 22 Mar,26h 10m,1 stop,In-flight meal not included,7438,10020.0
Air India,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25 16 May,23h 55m,1 stop,Null,10203,10320.0
Air Asia,27/03/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 28 Mar,2h 30m,non-stop,Null,3782,3745.0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 16 May,6h 30m,1 stop,Null,8073,7818.0
IndiGo,9/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,Null,4804,4632.0
IndiGo,9/05/2019,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5h 30m,1 stop,Null,4864,5168.0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,18:50,12h 10m,1 stop,Null,15135,15790.0
Air India,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,11:10 07 Jun,18h 20m,1 stop,Null,8366,8666.0
Air India,15/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,Null,7171,7017.0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,Null,12121,11973.0
Air India,12/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8h 20m,2 stops,Null,11753,11755.0
IndiGo,01/03/2019,Banglore,New Delhi,BLR → HYD → DEL,05:15,10:00,4h 45m,1 stop,Null,8064,9473.0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 07 Jun,28h,1 stop,In-flight meal not included,10262,11650.0
IndiGo,3/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 04 May,2h 20m,non-stop,Null,5277,5076.0
Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,Null,8016,7662.0
Air India,12/03/2019,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,05:30,14:50,9h 20m,2 stops,Null,11342,11918.0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 13 Jun,22h 10m,1 stop,In-flight meal not included,7594,9213.0
Air Asia,3/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,Null,4483,4061.0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 19 May,8h 25m,2 stops,Null,16263,16321.0
Air India,12/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 13 May,15h 20m,2 stops,Null,13243,13617.0
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,6478,6647.0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,23:05,04:25 07 Mar,5h 20m,1 stop,Null,15764,14911.0
Air India,3/04/2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,04:40 04 Apr,19h 30m,2 stops,Null,4647,6298.0
Jet Airways,3/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,Null,8016,7645.0
Air India,12/06/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,Null,4145,4363.0
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,Null,8055,8338.0
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 19 May,26h,2 stops,Null,12409,12547.0
IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,Null,6038,5425.0
Air Asia,21/05/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 22 May,2h 30m,non-stop,Null,4107,4219.0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,23:00 02 Mar,24h 10m,1 stop,Null,25735,26413.0
Air India,6/06/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20 07 Jun,15h 55m,2 stops,Null,11458,11203.0
Air Asia,24/04/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1 stop,Null,6152,6187.0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,23:35 10 Jun,26h 25m,1 stop,In-flight meal not included,10844,10818.0
Vistara,24/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,Null,11982,12212.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,Null,13941,11849.0
IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:20,8h,1 stop,Null,6938,6236.0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,19:00 28 Jun,29h 35m,2 stops,Null,15339,12923.0
Jet Airways,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50 04 Mar,37h 25m,2 stops,Null,20064,19988.0
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,In-flight meal not included,6093,6466.0
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:35 22 Mar,6h 35m,1 stop,Null,10885,
Air India,1/06/2019,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9h 30m,1 stop,Null,8907,9858.0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,20:45,14h 15m,1 stop,In-flight meal not included,9663,11508.0
IndiGo,27/04/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,Null,7160,6495.0
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,15:30,8h,1 stop,Null,11269,
Jet Airways,1/04/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,Null,5678,4050.0
Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,Null,5678,4770.0
Air India,6/06/2019,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13h 15m,1 stop,Null,8907,8734.0
Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,3210,5528.0
Air India,15/05/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,Null,6961,6172.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,08:15 07 Mar,18h 10m,1 stop,Null,14815,15941.0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,22:05 07 May,25h 40m,1 stop,Null,11467,11418.0
GoAir,3/06/2019,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5h 10m,1 stop,Null,9069,7847.0
SpiceJet,1/05/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1 stop,Null,4649,5767.0
IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,Null,4823,4801.0
Air India,21/05/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 22 May,24h,1 stop,Null,6528,6347.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,12:25,6h 40m,1 stop,Null,22270,17813.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,04:25 10 Mar,17h 40m,2 stops,In-flight meal not included,15654,15712.0
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:55 02 Apr,26h 35m,1 stop,Null,7770,7891.0
IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,Null,4804,4452.0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 16 Jun,17h 5m,2 stops,In-flight meal not included,10368,11830.0
IndiGo,3/03/2019,Delhi,Cochin,DEL → COK,21:05,00:20 04 Mar,3h 15m,non-stop,Null,7673,7252.0
IndiGo,21/04/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,Null,6015,5728.0
IndiGo,24/04/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,Null,4804,4828.0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 16 May,12h 15m,1 stop,Null,13941,11392.0
Air Asia,9/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:30,3h 35m,1 stop,Null,5162,5498.0
Air India,09/03/2019,Banglore,New Delhi,BLR → CCU → DEL,11:05,22:45,11h 40m,1 stop,Null,10657,10086.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,Null,14781,12116.0
IndiGo,3/04/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,Null,2754,2771.0
Air India,12/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,06:50,22:55,16h 5m,2 stops,Null,11474,11597.0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 19 May,13h 20m,1 stop,In-flight meal not included,7757,11309.0
Jet Airways,3/04/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,2228,3542.0
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,08:15 16 Mar,24h 15m,1 stop,In-flight meal not included,10405,9386.0
GoAir,27/06/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,Null,3419,4070.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 10 Jun,19h 5m,1 stop,In-flight meal not included,10262,11073.0
Air India,9/06/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,Null,3100,3334.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 10 Mar,26h 10m,1 stop,In-flight meal not included,11848,14515.0
Air India,9/04/2019,Delhi,Cochin,DEL → BLR → COK,20:30,08:15 10 Apr,11h 45m,1 stop,Null,5683,6317.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,12:00 10 May,27h 35m,1 stop,In-flight meal not included,9663,9957.0
Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544,5558.0
Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050,4770.0
Vistara,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:05 10 May,12h 45m,1 stop,Null,9187,8360.0
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 02 Apr,24h,1 stop,Null,8452,7759.0
Air India,18/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20 19 May,15h 55m,2 stops,Null,11668,12360.0
Air India,9/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 10 Jun,28h 50m,2 stops,Null,13381,13530.0
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,Null,8073,8319.0
Air Asia,1/03/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,Null,5620,5921.0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 13 Jun,14h 35m,1 stop,Null,12739,10285.0
Air Asia,3/05/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,Null,5989,4613.0
Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55 22 May,22h 30m,1 stop,Null,8891,8824.0
Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544,6002.0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 07 Jun,27h,1 stop,In-flight meal not included,10262,11670.0
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 22 May,27h 20m,1 stop,Null,9345,9396.0
Vistara,01/03/2019,Banglore,New Delhi,BLR → DEL,19:40,22:20,2h 40m,non-stop,Null,21730,16071.0
IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,Null,6838,6690.0
Air India,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,21:00,19:25 13 Mar,22h 25m,1 stop,Null,10943,10857.0
IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,Null,3943,4018.0
SpiceJet,18/06/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3573,3890.0
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841,3972.0
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → HYD → COK,09:45,18:10,8h 25m,1 stop,Null,9646,9156.0
Air India,18/03/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,Null,4729,5870.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,09:30 07 Mar,10h 40m,1 stop,Null,17261,17443.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 02 May,20h,1 stop,Null,13941,10853.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,12:00 22 May,14h 50m,1 stop,In-flight meal not included,10844,10950.0
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 25 Mar,21h 25m,1 stop,Null,14231,12357.0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,Null,14714,12205.0
SpiceJet,21/03/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,Null,6460,5214.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35 02 May,27h 10m,1 stop,Null,11467,11137.0
IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,Null,3943,3941.0
IndiGo,15/04/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,Null,4775,4613.0
SpiceJet,6/04/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841,3807.0
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,07:40 16 Mar,20h,1 stop,Null,12284,11180.0
IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,Null,4804,4832.0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 25 Jun,23h 10m,2 stops,Null,12819,12882.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 04 Jun,10h 10m,1 stop,Null,14714,11514.0
Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,Null,8040,6901.0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 16 May,10h 25m,2 stops,Null,16840,17733.0
Jet Airways,6/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 07 May,5h 35m,1 stop,Null,15554,12965.0
GoAir,15/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,Null,5752,5722.0
Vistara,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 10 May,17h 45m,1 stop,Null,8452,8762.0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,In-flight meal not included,11761,12027.0
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,Null,14848,11299.0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,10262,12180.0
Vistara,6/06/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,Null,4668,4689.0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1 stop,Null,9103,9450.0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 13 Jun,14h 45m,1 stop,In-flight meal not included,10262,11047.0
GoAir,27/06/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,Null,4525,5150.0
Air India,27/04/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,Null,5228,5586.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,05:05 07 Mar,7h 40m,1 stop,Null,19225,23319.0
Jet Airways,9/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,Null,8040,6097.0
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 22 Mar,14h 25m,1 stop,In-flight meal not included,7438,9641.0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,15:30,11h 30m,1 stop,Null,13135,14566.0
IndiGo,9/05/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,Null,6015,5808.0
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,17:00,01:30 19 May,8h 30m,1 stop,Null,8283,8407.0
SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543,3608.0
IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,10:10,12:55,2h 45m,non-stop,Null,4148,5184.0
GoAir,15/03/2019,Banglore,New Delhi,BLR → GOI → DEL,15:45,20:15,4h 30m,1 stop,Null,7657,6800.0
IndiGo,12/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1 stop,Null,5276,4889.0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14h,1 stop,Null,14151,13310.0
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,Null,8040,5987.0
IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,11:55,21:20,9h 25m,2 stops,Null,8378,7619.0
SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,3633.0
IndiGo,12/06/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,Null,4823,4683.0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 16 May,13h 20m,1 stop,Null,14388,10995.0
SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543,3564.0
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,10844,12257.0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844,13085.0
SpiceJet,12/06/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,Null,4957,5365.0
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,Null,6442,6596.0
Air India,15/05/2019,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 16 May,16h 5m,1 stop,Null,7480,7872.0
IndiGo,1/04/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 02 Apr,5h 5m,1 stop,Null,5073,5037.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,Null,14781,12070.0
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1 stop,Null,9646,9709.0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,7851,9805.0
SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,No check-in baggage included,2175,2284.0
Air India,9/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 10 May,19h 25m,2 stops,Null,14424,13607.0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,Null,13014,11538.0
Jet Airways,6/04/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,5177,5758.0
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,18:50,8h 5m,1 stop,Null,15135,17326.0
Air India,21/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,Null,5228,5710.0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,05:05 02 Mar,17h 25m,1 stop,Null,22270,24146.0
SpiceJet,15/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,3562.0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 19 May,19h 55m,2 stops,Null,15129,15507.0
IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,Null,6093,5944.0
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,20:20,6h 15m,1 stop,In-flight meal not included,11087,13033.0
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,Null,7408,9584.0
IndiGo,24/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 25 May,5h 15m,1 stop,Null,6534,6417.0
Jet Airways,18/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,Null,8016,7055.0
Air India,12/03/2019,Mumbai,Hyderabad,BOM → MAA → HYD,05:55,19:10,13h 15m,1 stop,Null,8528,10595.0
Air India,9/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 10 Jun,26h,2 stops,Null,12199,12318.0
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 22 May,15h 30m,1 stop,Null,14067,10147.0
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,Null,8016,7139.0
Air India,3/05/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,Null,5510,6087.0
